id,time,source,sub_source,writer,link,text,cb_level,comment_shared_post
 59532014996966195105727753226556, 29/09/2016 01:10, facebook, FaceBook - הצינור, אשר יקו, http://www.facebook.com/permalink.php?story_fbid=105727753226556&id=320149969661, שמעון פרס ימח שמו ושם זכרו,3,P
 19519150495784347212776112128, 07/10/2016 01:58, twitter, twitter, עמיחי גרינולד, http://twitter.com/amichai_g/statuses/784347212776112128, @10elilevi @RoySharon10 יימח שמו,3,P
3.95498E+15, 07/10/2016 01:25, TB, Ynet - ספורט, משה כהן, http://www.ynet.co.il/articles/0%2c7340%2cL-4863904%2c00.html, כבירי יימח שמך וזכרך.-,3,P
 3954993085659513, 09/10/2016 10:48, TB, YNET - עמוד הבית, שני, http://www.ynet.co.il/articles/0%2c7340%2cL-4864509%2c00.html, ימח שמם נבלות !!!!-,2,P
 3954993085659522, 09/10/2016 10:51, TB, YNET - עמוד הבית, אחד שחש כאבי אחיו, http://www.ynet.co.il/articles/0%2c7340%2cL-4864509%2c00.html, רשועים ארורים-ימח שמם!!,2,P
 19519150495785057897461977088, 09/10/2016 01:02, twitter, twitter, shlomo devora, http://twitter.com/shlomod/statuses/785057897461977088, @galberger מחבל רוצח ימח שמו,3,P
 19519150495785129087455092736, 09/10/2016 05:45, twitter, twitter, ביאטה ברוכוב, http://twitter.com/biat1180/statuses/785129087455092736, @ShaiCohen13 @issacharoff  ימח שמם,3,P
 595100002413960713951120899728000482, 08/10/2016 01:26, facebook, FaceBook - תום בארי מספרה שריד, Tom Barry, http://www.facebook.com/permalink.php?story_fbid=1120899728000482&id=100002413960713, מישהו פה עובד בפרטנר יימח שמם?,1,P
 19519150495785130258953560064, 09/10/2016 05:50, twitter, twitter, Sam Kay, http://twitter.com/Samckatz/statuses/785130258953560064, @galberger ימח שמם וזכרם מרצחים שפלים,2,P
 39549935575595933837, 09/10/2016 02:07, TB, WWW.BHOL.CO.IL/ - BHOL - SITE, , http://www.bhol.co.il//109540/הקרב-בשייח-גראח-צפו-בחיסול-המחבל.html, ימח שמם של המסריטים צועקים אלה ואכבר-,3,P
 39549930856595117, 09/10/2016 11:24, TB, YNET - עמוד הבית, סלבי, http://www.ynet.co.il/articles/0%2c7340%2cL-4864509%2c00.html, ה' יטפל בהם-ימח שמם המחבלים,2,P
 19519150495785392438005395456, 10/10/2016 11:12, twitter, twitter, גל זיו - Gal Ziv, http://twitter.com/kobimaklef2015/statuses/785392438005395456, @samiaah10 @news10 ימח שמו,3,P
 119517852915731080079, 10/10/2016 09:08, Instagram, Instagram - koolanookahana, rinarad123, https://www.instagram.com/p/BLYByo1BTt1, יימח שמם!!!!,2,P
 3954968467369517, 30/09/2016 12:14, TB, גלובס online - גלובס SITE, יגאל המלך, http://www.globes.co.il/serve/article_response/show_response.asp?StockView=false&did=1001155300&pdid=1001155300&res=7502986&title=, יימח שמם וזכרם של אוהבי-יימח שמם וזכרם של אוהבי פרס.,3,P
395496186292955, 26/09/2016 01:30, TB, YNET - עמוד הבית, ווייקי, http://www.ynet.co.il/articles/0%2c7340%2cL-4859764%2c00.html, ימח שמם של שונאי ישראל-<br/>,2,P
 3954970511649536, 02/10/2016 10:28, TB, MAKO.CO.IL - MAKO - חדשות, * בני, http://www.mako.co.il/news-military/israel-q4_2016/Article-f7150ace2028751004.htm?sCh=c90c6603e7478110&pId=25483675, 36.  אורלי יימח שמך .אמן.-,3,P
395497686936952, 06/10/2016 11:44, TB, YNET - עמוד הבית, ערן, http://www.ynet.co.il/articles/0%2c7340%2cL-4863450%2c00.html, עם שוחר שלום ואוהב אדם-ימח שמם.,2,P
 19519150495784390603928899584, 07/10/2016 04:51, twitter, twitter, Yosef Trabelsi, http://twitter.com/rabelsi/statuses/784390603928899584, @10elilevi ימח שמו  איזה רוע לאנשים,3,P
 3954978151309522463, 06/10/2016 08:07, TB, Ynet - חדשות, , http://www.ynet.co.il/articles/0%2c7340%2cL-4863686%2c00.html, בקיצור הפאשיסטים של מרצ-דור-שלום ימח שמם-,3,P
 19519150495785020704882356224, 09/10/2016 10:34, twitter, twitter, הלל גרשוני, http://twitter.com/gershuni/statuses/785020704882356224, RT @gershuni: יימח שמם * ציוץ נעוץ *,2,P
 39549930856595195, 09/10/2016 01:37, TB, YNET - עמוד הבית, אבישי, http://www.ynet.co.il/articles/0%2c7340%2cL-4864509%2c00.html, ימח שמם רק הרס מהם הם לא מועילים לעולם בכלום-,2,P
 119517853254584120171, 09/10/2016 12:48, Instagram, Instagram - koolanookahana, abrahm_weiss, https://www.instagram.com/p/BLVqoqjhRS9, מוות למחבלים ולשמאלנים והתקשורת ימח שמו וזכרם יומת בקרוב ממש,3,P
 19519150495784656586337820672, 08/10/2016 10:28, twitter, twitter, Tal Ben Yehuda, http://twitter.com/frak001/statuses/784656586337820672, RT @talc23: לכל מי ששואל: אמא שלך זונה  אמא שלך עוזרת ליהודים להרוס ערים של פלשתים ימח שמם. שבת נפלאה ומרגשת,3,P
 19519150495784654761094250496, 08/10/2016 10:20, twitter, twitter, Tal Cherckez, http://twitter.com/talc23/statuses/784654761094250496, לכל מי ששואל: אמא שלך זונה  אמא שלך עוזרת ליהודים להרוס ערים של פלשתים ימח שמם. שבת נפלאה ומרגשת,3,P
 3954995441119597, 09/10/2016 11:26, TB, YNET - עמוד הבית, אייל, http://www.ynet.co.il/articles/0%2c7340%2cL-4864811%2c00.html, יימח שמם של המחבלים-יימח שמם של המחבלים.ה' יקום שמם של שני הנרצחים שלנו.ה' יעשה צדק.,2,P
 19519150495781977099494158338, 01/10/2016 01:00, twitter, twitter, j. hirsch, http://twitter.com/jhirsch99/statuses/781977099494158338, @BillKristol @ChaskelBennett @MichaelRWarren אובמה ימח שמם וזכרם.,3,P
 19519150495782468202844618752, 02/10/2016 09:32, twitter, twitter, דני, http://twitter.com/daniefrati/statuses/782468202844618752, @amitvrub איפה אתה? לי גרמניה תמיד עושה שיער טוב  יימח שמם,1,P
 29516662295169681329, 03/10/2016 05:41, forum, fxp-אוהדים בחו''ל - כללי, Xabi Alonso, http://www.fxp.co.il/showthread.php?t=17670723&p=169681329#post169681329, איך ברצלונה  קיבלה 4 מסלטה?-גם כן אלה הפילו לי טופס של 1500 יימח שמם,1,P
 795z13jgr5g2lvstlidc225zjaygqb0exj0s, 26/09/2016 05:46, Youtube, youtube, Abraham Weiss, https://www.youtube.com/watch?v=flq1z1i8G3Y, מי הזבל הזה תמר זנדברג ימח שמו וזכרם יומת בקרוב ממש,3,P
 19519150495780611088605995008, 27/09/2016 06:32, twitter, twitter, Abraham Weiss, http://twitter.com/AbrahamWeiss3/statuses/780611088605995008, לך לעזה לדאש להנאצי שמלני ימח שמו וזכרם https://t.co/kpBGGOaiC0,3,P
395496672340958, 28/09/2016 10:02, TB, MAKO.CO.IL - MAKO -צחוק, * אשריקו, http://www.mako.co.il/news-israel/local-q3_2016/Article-794114815417751004.htm?sCh=31750a2610f26110&pId=948912327, 8.  שמעון פרס ימח שמו ושם זכרו צורר היהודים שישרף בגיהנום לעד-,3,P
 5951432383893640056951775467575998351, 29/09/2016 02:32, facebook, FaceBook - חדשות - השואגים לימין, חדשות השואגים לימין, http://www.facebook.com/permalink.php?story_fbid=1775467575998351&id=1432383893640056, כוחותינו התותחים עצרו את המבוקש וליד באישה ימח שמו  בפשיטה שעשו בביתו בסילוואד שבנפת רמאללה,1,P
 395497034189952252704, 01/10/2016 12:00, TB, ערוץ 7 - INN SITE, לאה, http://www.inn.co.il/News/News.aspx/331234, נבלות! יימח שמם של האמריקאים הארורים. אובמה הקוף השחור!-,3,P
 119517843264425130590, 04/10/2016 06:14, Instagram, Instagram - one.co.il, shakedb1936, https://www.instagram.com/p/BLJk4ZshRCr, @nadav0903 בתקופת הנאצים כשהחיילים של היטלר ימח שמו ושם זכרו היו צועדים,1,P
 5957687391309510154698339844131, 28/09/2016 06:40, facebook, FaceBook - Dario Paran, Dario Paran, http://www.facebook.com/permalink.php?story_fbid=10154698339844131&id=768739130, סיור של מחבלי חיזבאלה עלה על מוקש בגבול ישראל לבנון מחבל חיזבאלה נפצע קשה ימח שמו,1,P
 595100003282147090951042113955907999, 06/10/2016 01:34, facebook, FaceBook - רונית גראם אמירה, רונית גראם אמירה, http://www.facebook.com/permalink.php?story_fbid=1042113955907999&id=100003282147090, בושה שישנם כאלה אנשים במדינה שלנו.ימח שמך יחתיכת זוהמה!!!,2,P
 59514370733859510211453576081872, 30/09/2016 08:24, facebook, FaceBook - Dudu Biton, Dudu Biton, http://www.facebook.com/permalink.php?story_fbid=10211453576081872&id=1437073385, אייכמן עודה   אתם השתוללתם באוקטובר ... ימח שמך ומי שזימן אותך,3,P
 19519150495784364602398216192, 07/10/2016 03:07, twitter, twitter, shai, http://twitter.com/The_MRI/statuses/784364602398216192, RT @AnnaLiMg: ליצ'י שרט אותי כהוגן יימח שמו ושם זכרו,3,P
395498405316957, 07/10/2016 07:22, TB, YNET - עמוד הבית, נצר נירצחים בשואה, http://www.ynet.co.il/articles/0%2c7340%2cL-4864036%2c00.html, אוקראינה ארץ ארורה שממנה צמח איוון דמייאניוק של שפטל ימח שמו-,2,P
 19519150495784080571949391873, 06/10/2016 08:19, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/784080571949391873, @amirayelet אלא טרוריסטים מוסלמים טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 395498280383952253948, 07/10/2016 12:00, TB, ערוץ 7 - INN SITE, דוד, http://www.inn.co.il/News/News.aspx/331529, ימח שמו של העיתון ועורכיו המעוותים. שיימחו מעל פני האדמה!-,3,P
 19519150495785042799838236672, 09/10/2016 12:02, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785042799838236672, מחבל טרוריסט ערבי פלסטיני טרוריסט ימח שמו ויאבד זכרו שעשה פיגוע טרור ערבי פלסטיני,3,P
 19519150495785044404386037760, 09/10/2016 12:09, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785044404386037760, 10 טרוריסטים ערבים פלסטינים טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785044901079678976, 09/10/2016 12:11, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785044901079678976, לטרוריסטים הערבים הפלסטינים חמאס שהם טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785043252563107840, 09/10/2016 12:04, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785043252563107840, טרוריסטים ערבים פלסטינים טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 595100000477986766951591206577571926, 06/10/2016 12:11, facebook, FaceBook - לימור צעדי, לימור צעדי, http://www.facebook.com/permalink.php?story_fbid=1591206577571926&id=100000477986766, תלך כפרה גם על הזבובים והנמלים ימח שמך......,3,P
 19519150495785219211857539072, 09/10/2016 11:43, twitter, twitter, ברוך קלמן, http://twitter.com/baruchpavlov/statuses/785219211857539072, @ReshetBet 15 טרוריסטים ערבים פלסטינים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 795z12idvpgnsi1u3ulm234c1rbowjwe5y3k, 08/10/2016 08:11, Youtube, youtube, גווני קארלוס, https://www.youtube.com/watch?v=7AePp7PsH84, אמנון כופר רשע אמיתי ימח שמו ויחד שופר הפסול הגזול חילוני ממש שד אייפוני,3,P
 19519150495785047394241114112, 09/10/2016 12:20, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785047394241114112, @ariel_livne בתמונה הטרוריסט הערבי הפלסטיני הטרוריסט ימח שמו ויאבד זכרו,3,P
 3954993079889511, 09/10/2016 11:34, TB, MAKO.CO.IL - MAKO - עסקים קטנים, * גבעת שאולית, http://www.mako.co.il/news-military/security-q4_2016/Article-fee9b63cb48a751004.htm?sCh=31750a2610f26110&pId=948912327, 11.  ימח שמם - אבל שרקי  טוב שחזרת.-,2,P
 19519150495785107428773879810, 09/10/2016 04:19, twitter, twitter, מבזקי חדשות 24, http://twitter.com/Mivzak24/statuses/785107428773879810, הפלס' ברצועה חוגגים את מותם של הנרצחים הישראלים בפיגוע הירי בשעות הבוקר ימח שמם.,3,P
 19519150495785084238798413824, 09/10/2016 02:47, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785084238798413824, @israelconnect 2 יהודים נשחטו נרצחו על ידי טרוריסט ערבי פלסטיני טרוריסט ימח שמו ויאבד זכרו,3,P
 119517863868002046187, 09/10/2016 12:48, Instagram, Instagram - the_jewish_idea, abrahm_weiss, https://www.instagram.com/p/BLViekzDS5j, מוות לערבים ולשמאלנים והתקשורת ימח שמו וזכרם יומת בקרוב ממש יהודים דורשים נקמה,3,P
 19519150495785070290858573824, 09/10/2016 01:51, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785070290858573824, @TheNewsAlerts של טרוריסטים ערבים פלסטינים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785045368396509184, 09/10/2016 12:12, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785045368396509184, אלה טרוריסטים ערבים פלסטינים טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785188951178960897, 09/10/2016 09:43, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/785188951178960897, @RotterNet טרוריסטים ערבים פלסטינים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון זרקו,3,P
 595983006338387378951244943952193614, 09/10/2016 06:50, facebook, FaceBook - מנים מצייצים, ימנים מצייצים, http://www.facebook.com/permalink.php?story_fbid=1244943952193614&id=983006338387378, פעילות של המשטרה עכשיו בכפר 'סילוואן' ליד הבית של המחבל ימח שמו .,2,P
 19519150495785150494016544768, 09/10/2016 07:10, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/785150494016544768, טרוריסט ערבי ימח שמו ויאבד זכרו https://t.co/Bp8PtDWrPA,3,P
 795z12ec32j4makfdjy004chx2jstvtdbqr5y40k, 10/10/2016 03:55, Youtube, youtube, ניסים סבג, https://www.youtube.com/watch?v=7AePp7PsH84, יזבל זה מה שאתה אומר <br />ימח שמך חכה חכה המשפט קרוב,3,P
 19519150495782210742514843648, 01/10/2016 04:29, twitter, twitter, חוויאר מצ'אטה, http://twitter.com/HerrJohnSmith/statuses/782210742514843648, @dontmesswitthet ימח שמו תכננתי לעשות את זה בצפון תל אביב לאחר שאעזוב את העיר!!!!1111,2,P
 595100000686165698951317960061570187, 29/09/2016 03:17, facebook, FaceBook - משה מימון, Moshe Mymon, http://www.facebook.com/permalink.php?story_fbid=1317960061570187&id=100000686165698, אתמול בלילה יתוש אחד עקץ אותי יימח שמו   מכר לי אייפון 4 ב 900 שקל....,1,P
 19519150495780430663606558720, 26/09/2016 06:35, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/780430663606558720, @ShehabAgency אלה טרוריסטים ערבים פלסטינים טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495780709682256220160, 27/09/2016 01:04, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/780709682256220160, @yael_arava הטרוריסט הערבי הפלסטיני הטרוריסט ימח שמו ויאבד זכרו שהתפגר ומת ברוך השם ברוך השם,3,P
 19519150495780558382977523712, 27/09/2016 03:03, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/780558382977523712, טרוריסט מוסלמי ימח שמו ויאבד זכרו שימות עכשיו אמן כן יהי רצון https://t.co/3iOecpqGWc,3,P
 59511325755202968995105828466549818, 29/09/2016 03:59, facebook, FaceBook - Israel Police - משטרת ישראל, אשר יקו, http://www.facebook.com/permalink.php?story_fbid=105828466549818&id=113257552029689, עכשיו כל מנהיגי העולם ישתתפו בפסטיבל הנקרופילי ויתקעו את גופתו הטמאה של שמעון פרסקי ימח שמו ושם זכרו,3,P
 19519150495783950369873358848, 06/10/2016 11:41, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/783950369873358848, אלה טרוריסטים ערבים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון https://t.co/hQ71GTiOM2,3,P
 595100000538595377951350326251661982, 27/09/2016 06:34, facebook, FaceBook - Rahamim Saban, Rahamim Saban, http://www.facebook.com/permalink.php?story_fbid=1350326251661982&id=100000538595377, הבבניין הלבן היכן שאנשי האצל היו בזמן המנדט וחלק ברחו וחלק הועלו לגרדום עי הבריטים ימח שמם,1,P
 19519150495784946718777442304, 09/10/2016 05:40, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/784946718777442304, @KarenLHaber הוא חיסל טרוריסט ערבי פלסטיני טרוריסט ימח שמו ויאבד זכרו שביצע פיגוע טרור ערבי פלסטיני,3,P
 19519150495784929967767429120, 09/10/2016 04:34, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/784929967767429120, ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון https://t.co/o1IGMxmyKN,2,P
 3954993085659562, 09/10/2016 11:01, TB, YNET - עמוד הבית, אליהו הנביא, http://www.ynet.co.il/articles/0%2c7340%2cL-4864509%2c00.html, יימח שמם גם לפני כיפור עושים פיגועים.. שאלוהים ידון אותם-למוות. אמן!! י,3,P
 19519150495785042954075398144, 09/10/2016 12:03, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785042954075398144, @Channel2News מחבל טרוריסט ערבי פלסטיני טרוריסט ימח שמו ויאבד זכרו שהתפגר ומת אחרי שביצע פיגוע טרור ערבי פלסטיני,3,P
 19519150495785054740908478465, 09/10/2016 12:50, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785054740908478465, זהו טרוריסט ערבי פלסטיני ימח שמו ויאבד זכרו ששחט רצח בדם קר 2 יהודים בפיגוע טרור ערבי פלסטיני,2,P
 19519150495785221905401995264, 09/10/2016 11:54, twitter, twitter, אמילי נס, http://twitter.com/fEKp8lE2q3Fs5j5/statuses/785221905401995264, @bezalelsm @galberger השם יקום דמם של הנופלים בפעולות האיבה?? יימח שמם של הרוצחים,2,P
 19519150495785188260188332036, 09/10/2016 09:40, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/785188260188332036, טרוריסט ערבי ימח שמו ויאבד זכרו שימות עכשיו אמן כן יהי רצון https://t.co/Ibzy35Yn8B,3,P
 19519150495785081444557357056, 09/10/2016 02:36, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785081444557357056, @OrHeller המחבל הערבי הפלסטיני ימח שמו ויאבד זכרו ששחט רצח 2 יהודים בדם קר בפיגוע טרור ערבי פלבטיני,2,P
 19519150495785056847229255680, 09/10/2016 12:58, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785056847229255680, @galberger אלה הטרוריסטים הערבים הפלסטינים חמאס הטרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785076335936958465, 09/10/2016 02:15, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785076335936958465, @issacharoff כי הם טרוריסטים ערבים פלסטינים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785082301801725953, 09/10/2016 02:39, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785082301801725953, טרוריסט ערבי ימח שמו ויאבד זכרו שימות עכשיו אמן כן יהי רצון https://t.co/Tov0FbIQbs,3,P
 19519150495785085390537494528, 09/10/2016 02:51, twitter, twitter, hannie, http://twitter.com/hannie1111/statuses/785085390537494528, מסתבר שהיה לי יום ממש עמוס..רק עכשיו התיישבתי וקראתי שהיה פיגוע ימח שמם הנבלות האלו!!,2,P
 395499306966952254293, 09/10/2016 12:00, TB, ערוץ 7 - INN SITE, אבישי, http://www.inn.co.il/News/News.aspx/331575, מוסלמים חלאות-איפה שיש ערבים יש רק רצח ללא כל סיבה ימח שמם הם כמו מחלה שאי אפשר להילחם בה,3,P
395499368909951, 09/10/2016 01:53, TB, Ynet - חדשות, , http://www.ynet.co.il/articles/0%2c7340%2cL-4864622%2c00.html, ימח שמו -הכי מרגיז שהוא קיבל הגנה משפטית על חשבון משלמי המיסים  היה צריך לנעול אותו מזמן.,3,P
 19519150495785097492056670209, 09/10/2016 03:40, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785097492056670209, @israellive_news אלה טרוריסטים ערבים פלסטינים טרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 119517863840369038715, 09/10/2016 12:50, Instagram, Instagram - koolanookahana, abrahm_weiss, https://www.instagram.com/p/BLVmhHYB5k-, מוות למחבלים לערבים ולשמאלנים והתקשורת ימח שמו וזכרם יומת בקרוב ממש יהודים דורשים נקמה לשחרר אלאור אזריה,3,P
 19519150495785067485720670208, 09/10/2016 01:40, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785067485720670208, @RotterNews אלה טרוריסטים ערבים פלסטינים חמאס הטרוריסטים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785066153081180164, 09/10/2016 01:35, twitter, twitter, קלמן פבלוב, http://twitter.com/GDswzgiiNFwnwP1/statuses/785066153081180164, @egalvr5177 כי הם טרוריסטים ערבים פלסטינים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון,3,P
 19519150495785045522688176128, 09/10/2016 12:13, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785045522688176128, טרוריסטים ערבים ימח שמם ויאבד זכרם שימותו עכשיו אמן כן יהי רצון https://t.co/jbLVCzD4R0,3,P
 19519150495785170059614302209, 09/10/2016 08:28, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/785170059614302209, @ArielZigler היה 2 יהודים שנרצחו בפיגוע הטרור הערבי הפלסטיני שביצע טרוריסט ערבי פלסטיני ימח שמו ויאבד זכרו ש,2,P
 19519150495785160611554553856, 09/10/2016 07:50, twitter, twitter, Shir Reuven, http://twitter.com/shireuven/statuses/785160611554553856, למה לא נתנו לגילי בר הלל לתרגם את זה וזהו ימח שמם וזכרם היחידה בישראל שיודעת לתת עבודה,2,P
 19519150495785149006892507136, 09/10/2016 07:04, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/785149006892507136, @danielofir טרוריסט ערבי פלסטיני ימח שמו ויאבד זכרו רצח אותו תפסיק לשקר אתה מבייש את שמך,2,P
 19519150495785308244487143424, 10/10/2016 05:37, twitter, twitter, ברוך פבלוב, http://twitter.com/NJefL1pJeXAZ3s2/statuses/785308244487143424, @snyder777 @FoxNews טרוריסט פלסטיני ימח שמו ויאבד זכרו שחט 2 יהודים בדם קר בפיגוע טרור ערבי פלסטיני,2,P
